alert_id,attack_class,is_attempted,id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
AL-03649,Benign,0,3388084,152.101.118.11-172.31.67.29-62320-3389-6,152.101.118.11,62320,172.31.67.29,3389,6,2018-02-15 18:16:10.753714,2280198,8,7,1148,1581,677,0,143.5,228.12966237897004,1173,0,225.8571428571429,430.0986044197418,1196.82588968151,6.578376088392324,162871.28571428574,249133.0368029927,953223,42,2280198,325742.5714285715,402577.6961506343,1220966,42,2068702,344783.6666666666,298912.2316752305,953223,210132,5,5,0,0,1,0,172,152,3.5084672471425726,3.069908841249751,0,1173,181.9333333333333,327.2758702350285,107109.49523809522,0,2,1,10,14,0,0,0,0.875,181.9333333333333,143.5,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2280198,BENIGN,-1
AL-03650,Benign,0,5310854,172.31.67.56-224.0.0.252-52965-5355-17,172.31.67.56,52965,224.0.0.252,5355,17,2018-02-20 15:59:21.614058,416690,2,0,42,0,21,21,21.0,0.0,0,0,0.0,0.0,100.7943555160911,4.799731215051957,416690.0,0.0,416690,416690,416690,416690.0,0.0,416690,416690,0,0.0,0.0,0,0,0,0,0,0,0,0,16,0,4.799731215051957,0.0,21,21,21.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,21.0,21.0,0.0,0,0,0,0,0,0,1,21,0,0,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03651,DoS,0,6086274,18.219.193.20-172.31.69.25-46900-80-6,18.219.193.20,46900,172.31.69.25,80,6,2018-02-16 17:49:06.286116,148735,5,5,369,935,369,0,73.8,165.02181673948448,935,0,187.0,418.1447117924607,8767.27064914109,67.23367062224762,16526.11111111111,21636.50322050934,52080,7,148727,37181.75,37064.93795466726,85158,2691,148728,37182.0,28210.1537157575,66108,25,1,1,0,0,0,0,168,168,33.61683531112381,33.61683531112381,0,935,130.4,305.567668446778,93371.60000000002,2,2,0,2,9,0,0,0,1.0,130.4,73.8,187.0,0,0,0,0,0,0,0,36,0,93,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,148735,DoS Hulk,-1
AL-03652,Benign,0,4854884,172.31.67.107-54.172.4.3-51721-443-6,172.31.67.107,51721,54.172.4.3,443,6,2018-02-15 20:53:52.406001,3849831,10,8,1261,5524,945,0,126.1,295.5200500812085,1460,0,690.5,630.4809955218997,1762.4150254907292,4.6755299128715,226460.64705882352,709805.0448332574,2906032,1,3849831,427759.0,954670.8530625884,2906032,1208,829836,118548.0,296262.8546426298,790111,1,3,4,0,0,1,0,212,172,2.5975166182619445,2.078013294609556,0,1460,376.94444444444446,541.473965722781,293194.0555555555,0,2,1,7,17,0,0,0,0.8,376.94444444444446,126.1,690.5,0,0,0,4788,4,3927809,0,70,0,306,8192,117,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3849831,BENIGN,-1
AL-03653,Benign,0,2272044,172.31.65.64-172.31.0.2-64259-53-17,172.31.65.64,64259,172.31.0.2,53,17,2018-02-23 18:04:06.141721,878,1,1,35,99,35,35,35.0,0.0,99,99,99.0,0.0,152619.58997722095,2277.904328018223,878.0,0.0,878,878,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1138.9521640091116,1138.9521640091116,35,99,67.0,45.254833995939045,2048.0,0,0,0,0,0,0,0,0,1.0,67.0,35.0,99.0,0,0,0,0,0,0,0,17,0,49,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03654,Botnet,0,5053060,172.31.69.10-18.219.211.138-59903-8080-6,172.31.69.10,59903,18.219.211.138,8080,6,2018-03-02 17:08:56.407723,15039,5,5,326,129,326,0,65.2,145.79163213298628,112,0,25.8,48.74628190949541,30254.671188243898,664.9378283130527,1671.0,4302.779043827373,13130,13,14692,3673.0,6587.756674316379,13548,51,14439,3609.75,6355.169359138538,13130,35,1,2,0,0,0,0,112,112,332.46891415652635,332.46891415652635,0,326,45.5,104.5660344258859,10934.055555555557,2,2,0,3,9,0,1,1,1.0,45.5,65.2,25.8,0,0,0,0,0,0,0,32,0,12,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,15039,Botnet Ares,-1
AL-03655,Benign,0,923244,172.31.64.110-169.254.169.254-51296-80-6,172.31.64.110,51296,169.254.169.254,80,6,2018-03-02 17:08:08.399761,1125,5,5,161,488,161,0,32.2,72.00138887549322,488,0,97.6,218.24023460397947,576888.8888888889,8888.888888888889,125.0,102.5243873427196,275,0,915,228.75,166.78204339796295,431,68,850,212.5,150.98233892302326,340,0,1,1,0,0,0,0,112,112,4444.444444444444,4444.444444444444,0,488,64.9,157.036761442805,24660.54444444444,2,2,0,2,9,0,1,2,1.0,64.9,32.2,97.6,0,0,0,0,0,0,0,16,0,48,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1125,BENIGN,-1
AL-03656,Benign,0,55313,190.207.2.90-172.31.64.115-51451-445-6,190.207.2.90,51451,172.31.64.115,445,6,2018-02-28 14:31:52.337758,1073588,7,7,364,582,103,0,52.0,49.21720566360237,409,0,83.14285714285714,147.73786309025925,881.1573899857301,13.04038420697698,82583.6923076923,119341.51359465868,372721,35,1073392,178898.6666666667,117099.06956362491,372768,3235,1073541,178923.5,119949.16430513386,378557,143,4,4,0,0,0.0,1.0,152,152,6.5201921034884895,6.5201921034884895,0,409,67.57142857142856,107.01812519792676,11452.879120879124,1,2,1,8,13,0,0,0,1.0,67.57142857142857,52.0,83.14285714285714,0,0,0,0,0,0,0,26,0,41,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1073588,BENIGN,-1
AL-03657,Benign,0,1855886,172.31.67.52-172.31.0.2-49282-53-17,172.31.67.52,49282,172.31.0.2,53,17,2018-03-02 19:01:11.307546,290,1,1,35,51,35,35,35.0,0.0,51,51,51.0,0.0,296551.724137931,6896.551724137931,290.0,0.0,290,290,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3448.2758620689656,3448.2758620689656,35,51,43.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,43.0,35.0,51.0,0,0,0,0,0,0,0,17,0,25,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03658,Brute Force,1,6969625,13.59.126.31-172.31.69.25-59232-21-6,13.59.126.31,59232,172.31.69.25,21,6,2018-02-16 15:00:15.617663,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,40,20,49999.99999999999,49999.99999999999,0,0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,20,FTP-BruteForce - Attempted,1
AL-03659,Benign,0,1501886,172.31.64.69-172.31.0.2-58083-53-17,172.31.64.69,58083,172.31.0.2,53,17,2018-02-16 19:00:15.638957,18936,1,1,36,52,36,36,36.0,0.0,52,52,52.0,0.0,4647.232784114913,105.61892691170256,18936.0,0.0,18936,18936,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,52.80946345585129,52.80946345585129,36,52,44.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,44.0,36.0,52.0,0,0,0,0,0,0,0,18,0,26,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03660,Benign,0,5209295,172.31.67.33-151.101.202.2-51774-443-6,172.31.67.33,51774,151.101.202.2,443,6,2018-02-28 17:28:16.932998,116701371,11,13,592,7669,192,0,53.81818181818181,71.1741781572758,1460,0,589.9230769230769,711.4539644908472,70.78751456998737,0.2056531109647375,5073972.652173912,16767050.80623914,58453519,1,116701371,11670137.1,24543028.042822458,58505461,217,116624296,9718691.333333334,22668036.227570467,58464594,1,6,5,0,0,0.0,0.0,232,272,0.094257675858838,0.1113954351058994,0,1460,344.2083333333333,583.7336333552702,340744.95471014496,0,2,0,11,23,0,0,0,1.181818181818182,344.2083333333333,53.81818181818182,589.9230769230769,0,0,0,7253,5,1450600000,0,24,0,319,8192,62,6,20,101175.0,55186.85584448529,140198,62152,58210644.0,343477.1189613655,58453519,57967769,-1,-1,116701371,BENIGN,-1
AL-03661,Benign,0,4779471,172.31.66.110-172.31.0.2-63556-53-17,172.31.66.110,63556,172.31.0.2,53,17,2018-02-23 12:43:04.511605,424,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,231132.0754716981,4716.981132075472,424.0,0.0,424,424,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2358.490566037736,2358.490566037736,41,57,49.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,49.0,41.0,57.0,0,0,0,0,0,0,0,20,0,28,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03662,DDoS,0,6132581,18.219.32.43-172.31.69.28-64099-80-6,18.219.32.43,64099,172.31.69.28,80,6,2018-02-21 18:21:51.279848,8074,5,5,316,935,316,0,63.2,141.3194961779867,935,0,187.0,418.1447117924607,154941.78845677484,1238.543472875898,897.1111111111111,2143.845169575245,6588,3,8069,2017.25,3049.9618986691185,6588,312,8071,2017.75,3274.559550535003,6895,30,1,1,0,0,0,0,112,112,619.271736437949,619.271736437949,0,935,125.1,301.400600898907,90842.32222222222,2,2,0,2,9,0,1,1,1.0,125.1,63.2,187.0,0,0,0,0,0,0,0,31,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,8074,DDoS-HOIC,-1
AL-03663,Benign,0,1425789,172.31.64.27-23.219.88.74-50568-80-6,172.31.64.27,50568,23.219.88.74,80,6,2018-02-15 13:45:07.587116,116015313,17,15,459,913,448,0,27.0,108.49020693131708,913,0,60.866666666666646,235.7355863391581,11.826025069638868,0.2758256576009065,3742429.4516129023,4823450.001924575,10009386,9,116015313,7250957.0625,4440111.28961832,10031134,246,115992763,8285197.357142858,3695268.8452057927,10036161,283,1,1,0,0,0,0,352,444,0.1465323806004816,0.1292932770004249,0,913,42.875,177.38781097885774,31466.43548387096,2,2,0,2,31,0,1,1,0.8823529411764706,42.875,27.0,60.86666666666667,0,0,0,0,0,0,0,14,0,28,8192,946,12,20,29427.750000000004,23612.389818309755,104227,21743,9636685.833333332,1270292.7945870538,10009386,5603285,-1,-1,116015313,BENIGN,-1
AL-03664,Benign,0,3343567,172.31.67.17-172.31.0.2-55950-53-17,172.31.67.17,55950,172.31.0.2,53,17,2018-02-21 15:16:05.748785,945377,2,2,62,318,31,31,31.0,0.0,159,159,159.0,0.0,401.9560450486949,4.231116263670472,315125.6666666666,530274.4100202586,927351,292,945085,945085.0,0.0,945085,945085,927643,927643.0,0.0,927643,927643,0,0,0,0,0,0,16,16,2.115558131835236,2.115558131835236,31,159,95.0,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,95.0,31.0,159.0,0,0,0,0,0,0,0,15,0,79,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03665,Benign,0,1031723,209.222.0.43-172.31.64.103-37771-3128-6,209.222.0.43,37771,172.31.64.103,3128,6,2018-02-20 16:03:50.687447,1001843,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.996320780800984,1001843.0,0.0,1001843,1001843,1001843,1001843.0,0.0,1001843,1001843,0,0.0,0.0,0,0,0,0,0,0,0,0,80,0,1.996320780800984,0.0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,14600,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1001843,BENIGN,-1
AL-03666,Benign,0,3976795,172.31.68.10-172.31.0.2-58031-53-17,172.31.68.10,58031,172.31.0.2,53,17,2018-03-01 12:59:04.374751,303,1,1,42,96,42,42,42.0,0.0,96,96,96.0,0.0,455445.5445544554,6600.660066006601,303.0,0.0,303,303,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3300.3300330033003,3300.3300330033003,42,96,69.0,38.18376618407357,1458.0,0,0,0,0,0,0,0,0,1.0,69.0,42.0,96.0,0,0,0,0,0,0,0,21,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03667,Benign,0,3868283,177.84.88.50-172.31.65.81-62238-445-6,177.84.88.50,62238,172.31.65.81,445,6,2018-02-14 14:18:13.709901,847148,6,5,455,338,140,0,75.83333333333333,62.9362110923963,145,0,67.6,69.75887040369848,936.082006922049,12.984744106106607,84714.79999999999,86759.34649464447,182303,63,847048,169409.6,98647.82823914572,253058,195,847085,211771.25,32334.56703874869,253090,182403,4,3,0,0,0,1,132,112,7.082587694239967,5.902156411866639,0,145,72.0909090909091,62.81314280539471,3945.4909090909086,0,2,1,7,10,0,0,0,0.8333333333333334,72.0909090909091,75.83333333333333,67.6,0,0,0,0,0,0,0,41,0,30,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,847148,BENIGN,-1
AL-03668,Benign,0,6046844,172.31.67.95-224.0.0.22-0-0-0,172.31.67.95,0,224.0.0.22,0,0,2018-02-22 12:52:56.864882,977906,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6.135559041462063,195581.2,215041.3169118902,477221,208,977906,195581.2,215041.3169118902,477221,208,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6.135559041462063,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03669,Benign,0,4036305,172.31.68.20-172.31.0.2-49483-53-17,172.31.68.20,49483,172.31.0.2,53,17,2018-02-21 16:38:29.181829,1221,1,1,37,113,37,37,37.0,0.0,113,113,113.0,0.0,122850.12285012285,1638.001638001638,1221.0,0.0,1221,1221,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,819.000819000819,819.000819000819,37,113,75.0,53.74011537017761,2888.0,0,0,0,0,0,0,0,0,1.0,75.0,37.0,113.0,0,0,0,0,0,0,0,18,0,56,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03670,Benign,0,1284565,5.101.40.43-172.31.64.16-57564-3389-6,5.101.40.43,57564,172.31.64.16,3389,6,2018-02-16 13:04:04.950340,2904582,8,8,1144,1581,677,0,143.0,227.96992282817865,1173,0,197.625,406.1217050167528,938.1728592961052,5.508537889445022,193638.8,272921.2123193903,1062548,48,2904582,414940.2857142857,495700.7493369746,1394155,107,2766638,395234.0,322652.0711297749,1062548,194094,5,5,0,0,1,0,172,172,2.754268944722511,2.754268944722511,0,1173,170.3125,319.4027173230268,102018.09583333334,0,2,1,10,15,0,1,2,1.0,170.3125,143.0,197.625,0,0,0,0,0,0,0,71,0,98,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2904582,BENIGN,-1
AL-03671,Benign,0,358146,172.31.67.101-172.31.0.2-54810-53-17,172.31.67.101,54810,172.31.0.2,53,17,2018-02-15 14:48:42.945018,262,1,1,34,50,34,34,34.0,0.0,50,50,50.0,0.0,320610.68702290073,7633.587786259542,262.0,0.0,262,262,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,3816.793893129771,3816.793893129771,34,50,42.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,42.0,34.0,50.0,0,0,0,0,0,0,0,17,0,25,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03672,Benign,0,3064731,212.92.112.41-172.31.66.71-62605-3389-6,212.92.112.41,62605,172.31.66.71,3389,6,2018-02-23 21:26:26.294423,2057399,8,7,1144,1581,677,0,143.0,227.96992282817865,1173,0,225.8571428571429,430.0986044197418,1324.487860643463,7.290758865927319,146957.07142857142,246924.6379530104,953324,5,2057399,293914.14285714284,400132.63695072767,1188517,5,1875548,312591.3333333333,314216.4570086466,953324,161909,5,5,0,0,1,0,172,152,3.8884047284945695,3.4023541374327486,0,1173,181.66666666666669,327.2538697068306,107095.09523809524,0,2,1,10,14,0,1,2,0.875,181.66666666666663,143.0,225.8571428571429,0,0,0,0,0,0,0,76,0,105,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2057399,BENIGN,-1
AL-03673,Benign,0,3208147,186.91.59.146-172.31.68.28-26453-445-6,186.91.59.146,26453,172.31.68.28,445,6,2018-03-02 14:13:31.198439,387441,5,4,286,170,103,0,57.2,52.48523601928451,131,0,42.5,61.7980582219215,1176.953394194213,23.229343306464727,48430.125,66156.30199640308,128849,30,387368,96842.0,63389.644674820505,129313,1763,387411,129137.0,661.6486983286524,129854,128550,3,2,0,0,0,1,112,92,12.905190725813735,10.32415258065099,0,131,50.66666666666666,53.56771415694346,2869.5000000000005,0,2,1,5,8,0,0,0,0.8,50.66666666666666,57.2,42.5,0,0,0,0,0,0,0,31,0,18,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,387441,BENIGN,-1
AL-03674,Benign,0,5089995,172.31.67.111-172.31.0.2-50616-53-17,172.31.67.111,50616,172.31.0.2,53,17,2018-03-01 13:37:32.658590,28535,2,2,64,164,32,32,32.0,0.0,82,82,82.0,0.0,7990.187489048537,140.1787278780445,9511.666666666668,15697.159689999122,27637,378,28157,28157.0,0.0,28157,28157,898,898.0,0.0,898,898,0,0,0,0,0,0,16,16,70.08936393902225,70.08936393902225,32,82,57.0,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,57.0,32.0,82.0,0,0,0,0,0,0,0,16,0,41,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03675,Benign,0,1066623,172.31.69.30-172.31.0.2-50508-53-17,172.31.69.30,50508,172.31.0.2,53,17,2018-02-14 12:43:21.670450,1018,1,1,35,96,35,35,35.0,0.0,96,96,96.0,0.0,128683.6935166994,1964.6365422396857,1018.0,0.0,1018,1018,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,982.3182711198428,982.3182711198428,35,96,65.5,43.1335136523794,1860.5,0,0,0,0,0,0,0,0,1.0,65.5,35.0,96.0,0,0,0,0,0,0,0,17,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03676,Benign,0,2579905,172.31.66.51-172.31.0.2-58749-53-17,172.31.66.51,58749,172.31.0.2,53,17,2018-02-16 13:10:28.384246,1070,1,1,41,97,41,41,41.0,0.0,97,97,97.0,0.0,128971.96261682243,1869.1588785046729,1070.0,0.0,1070,1070,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,934.5794392523364,934.5794392523364,41,97,69.0,39.59797974644666,1568.0,0,0,0,0,0,0,0,0,1.0,69.0,41.0,97.0,0,0,0,0,0,0,0,20,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03677,Benign,0,3049997,41.190.83.50-172.31.66.44-38445-445-6,41.190.83.50,38445,172.31.66.44,445,6,2018-02-22 19:20:36.615015,244039,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.58623416748962,48807.8,108915.66075500804,243642,0,243729,121864.5,172342.42867181604,243729,0,243952,121976.0,172173.43015111246,243721,231,0,0,0,0,0,1,72,72,12.29311708374481,12.29311708374481,0,0,0.0,0.0,0.0,1,2,1,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,244039,BENIGN,-1
AL-03678,Benign,0,1367370,132.148.132.185-172.31.64.83-50338-3389-6,132.148.132.185,50338,172.31.64.83,3389,6,2018-02-14 15:38:08.065804,1734971,8,7,1138,1581,677,0,142.25,227.74656967778895,1173,0,225.8571428571429,430.0986044197418,1567.173168888702,8.645677651096186,123926.5,246094.25467327007,937684,56,1734971,247853.0,437947.79034035554,1230237,1596,1505619,250936.5,341493.03582928306,937684,70754,5,5,0,0,1,0,172,152,4.611028080584632,4.0346495705115535,0,1173,181.26666666666665,327.22697816362154,107077.49523809525,0,2,1,10,14,0,0,0,0.875,181.26666666666668,142.25,225.8571428571429,0,0,0,0,0,0,0,75,0,105,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1734971,BENIGN,-1
AL-03679,Benign,0,2782987,172.31.65.86-172.31.0.2-52607-53-17,172.31.65.86,52607,172.31.0.2,53,17,2018-02-21 15:12:34.550074,428,1,1,38,134,38,38,38.0,0.0,134,134,134.0,0.0,401869.1588785047,4672.897196261682,428.0,0.0,428,428,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2336.448598130841,2336.448598130841,38,134,86.0,67.88225099390856,4608.0,0,0,0,0,0,0,0,0,1.0,86.0,38.0,134.0,0,0,0,0,0,0,0,19,0,67,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03680,Benign,0,4928376,211.234.94.205-172.31.65.61-63856-3389-6,211.234.94.205,63856,172.31.65.61,3389,6,2018-02-14 15:47:28.716093,2282242,8,7,1052,1429,581,0,131.5,196.37209577737872,1149,0,204.1428571428571,420.4990798925441,1087.088923961613,6.57248442540274,163017.2857142857,249162.9922775076,953207,3,2282242,326034.5714285715,400306.35562398005,1215717,3,2076964,346160.6666666666,298617.3260979119,953207,209430,5,5,0,0,1,0,172,152,3.505325026881461,3.0671593985212784,0,1149,165.4,310.5929352521905,96467.9714285714,0,2,1,10,14,0,0,0,0.875,165.4,131.5,204.14285714285717,0,0,0,0,0,0,0,70,0,95,8192,62948,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2282242,BENIGN,-1
AL-03681,Benign,0,1927501,172.31.65.37-172.31.0.2-50299-53-17,172.31.65.37,50299,172.31.0.2,53,17,2018-02-15 12:24:24.486185,626,1,1,36,97,36,36,36.0,0.0,97,97,97.0,0.0,212460.06389776355,3194.8881789137376,626.0,0.0,626,626,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1597.4440894568688,1597.4440894568688,36,97,66.5,43.1335136523794,1860.5,0,0,0,0,0,0,0,0,1.0,66.5,36.0,97.0,0,0,0,0,0,0,0,18,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
AL-03682,DoS,0,6822409,18.219.193.20-172.31.69.25-53580-80-6,18.219.193.20,53580,172.31.69.25,80,6,2018-02-16 17:54:24.077883,96938,5,5,364,935,364,0,72.8,162.78574876198468,935,0,187.0,418.1447117924607,13400.31772885762,103.15872000660217,10770.888888888889,21321.283951983547,62933,5,96929,24232.25,27916.67001840776,62933,235,96933,24233.25,28163.956603846225,63170,40,1,1,0,0,0,0,168,168,51.57936000330108,51.57936000330108,0,935,129.9,305.1376556390393,93108.98888888893,2,2,0,2,9,0,0,0,1.0,129.9,72.8,187.0,0,0,0,0,0,0,0,36,0,93,26883,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,96938,DoS Hulk,-1
AL-03683,Benign,0,4186894,212.92.114.198-172.31.64.94-40196-3389-6,212.92.114.198,40196,172.31.64.94,3389,6,2018-02-16 17:19:17.382384,2760530,8,7,1048,1429,581,0,131.0,196.1515449121637,1149,0,204.1428571428571,420.4990798925441,897.2914621467617,5.433739173274697,197180.7142857143,259673.92899748145,953250,69,2760530,394361.4285714286,410833.92608646513,1291891,69,2477438,412906.3333333333,267146.1455830248,953250,283150,5,5,0,0,1,0,172,152,2.897994225746505,2.535744947528192,0,1149,165.13333333333335,310.55454240684327,96444.1238095238,0,2,1,10,14,0,1,1,0.875,165.13333333333333,131.0,204.14285714285717,0,0,0,0,0,0,0,69,0,95,8192,62952,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,2760530,BENIGN,-1
AL-03684,Benign,0,5041723,186.92.76.252-172.31.65.11-55941-445-6,186.92.76.252,55941,172.31.65.11,445,6,2018-02-23 20:54:42.822333,247384,3,3,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.253791676098697,49476.8,110485.9174496913,247120,1,247171,123585.5,174774.87599909777,247170,1,247334,123667.0,174710.52928200978,247206,128,0,0,0,0,0,1,72,72,12.126895838049348,12.126895838049348,0,0,0.0,0.0,0.0,1,2,1,0,5,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,8192,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,247384,BENIGN,-1
AL-03685,Benign,0,2292832,172.31.66.119-172.31.0.2-62539-53-17,172.31.66.119,62539,172.31.0.2,53,17,2018-02-14 18:34:14.062136,1092,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,163919.4139194139,1831.5018315018312,1092.0,0.0,1092,1092,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,915.7509157509156,915.7509157509156,40,139,89.5,70.0035713374682,4900.5,0,0,0,0,0,0,0,0,1.0,89.5,40.0,139.0,0,0,0,0,0,0,0,20,0,69,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
